DateTime,Junction,Vehicles,ID,Temperature,Precipitation,Humidity,WindSpeed,Date,Event_Type,Event_Name,Event_Flag
2015-11-02 13:00:00,1,26,20151102131,30.6,0.0,30,9.4,2015-11-02,No Event,No Event,0
2015-11-02 14:00:00,1,34,20151102141,30.9,0.0,29,7.9,2015-11-02,No Event,No Event,0
2015-11-02 15:00:00,1,30,20151102151,31.0,0.0,29,5.8,2015-11-02,No Event,No Event,0
2015-11-02 16:00:00,1,27,20151102161,30.7,0.0,29,6.0,2015-11-02,No Event,No Event,0
2015-11-02 17:00:00,1,27,20151102171,30.0,0.0,29,8.2,2015-11-02,No Event,No Event,0
2015-11-02 18:00:00,1,24,20151102181,28.6,0.0,34,9.3,2015-11-02,No Event,No Event,0
2015-11-02 19:00:00,1,26,20151102191,27.3,0.0,39,12.3,2015-11-02,No Event,No Event,0
2015-11-02 20:00:00,1,29,20151102201,26.4,0.0,42,12.7,2015-11-02,No Event,No Event,0
2015-11-02 21:00:00,1,32,20151102211,25.5,0.0,46,11.7,2015-11-02,No Event,No Event,0
2015-11-02 22:00:00,1,30,20151102221,24.9,0.0,48,10.7,2015-11-02,No Event,No Event,0
2015-11-02 23:00:00,1,27,20151102231,24.2,0.0,50,9.5,2015-11-02,No Event,No Event,0
2015-11-03 00:00:00,1,21,20151103001,23.1,0.0,58,9.0,2015-11-03,No Event,No Event,0
2015-11-03 01:00:00,1,18,20151103011,22.2,0.0,62,9.4,2015-11-03,No Event,No Event,0
2015-11-03 02:00:00,1,19,20151103021,21.5,0.0,65,9.4,2015-11-03,No Event,No Event,0
2015-11-03 03:00:00,1,13,20151103031,20.9,0.0,68,9.1,2015-11-03,No Event,No Event,0
2015-11-03 04:00:00,1,11,20151103041,20.3,0.0,71,9.1,2015-11-03,No Event,No Event,0
2015-11-03 05:00:00,1,11,20151103051,19.9,0.0,73,9.2,2015-11-03,No Event,No Event,0
2015-11-03 06:00:00,1,11,20151103061,19.4,0.0,77,8.7,2015-11-03,No Event,No Event,0
2015-11-03 07:00:00,1,14,20151103071,20.2,0.0,77,9.0,2015-11-03,No Event,No Event,0
2015-11-03 08:00:00,1,15,20151103081,23.6,0.0,64,12.0,2015-11-03,No Event,No Event,0
2015-11-03 09:00:00,1,29,20151103091,26.4,0.0,52,15.9,2015-11-03,No Event,No Event,0
2015-11-03 10:00:00,1,33,20151103101,28.4,0.0,39,14.8,2015-11-03,No Event,No Event,0
2015-11-03 11:00:00,1,32,20151103111,29.6,0.0,33,12.0,2015-11-03,No Event,No Event,0
2015-11-03 12:00:00,1,32,20151103121,30.0,0.0,33,10.1,2015-11-03,No Event,No Event,0
2015-11-03 13:00:00,1,29,20151103131,30.4,0.0,31,8.3,2015-11-03,No Event,No Event,0
2015-11-03 14:00:00,1,27,20151103141,30.6,0.0,30,8.0,2015-11-03,No Event,No Event,0
2015-11-03 15:00:00,1,26,20151103151,30.9,0.0,29,8.0,2015-11-03,No Event,No Event,0
2015-11-03 16:00:00,1,28,20151103161,30.5,0.0,29,9.8,2015-11-03,No Event,No Event,0
2015-11-03 17:00:00,1,26,20151103171,29.8,0.0,30,12.0,2015-11-03,No Event,No Event,0
2015-11-03 18:00:00,1,25,20151103181,28.1,0.0,35,10.9,2015-11-03,No Event,No Event,0
2015-11-03 19:00:00,1,29,20151103191,27.0,0.0,40,12.2,2015-11-03,No Event,No Event,0
2015-11-03 20:00:00,1,26,20151103201,26.1,0.0,45,11.9,2015-11-03,No Event,No Event,0
2015-11-03 21:00:00,1,24,20151103211,25.2,0.0,49,11.1,2015-11-03,No Event,No Event,0
2015-11-03 22:00:00,1,25,20151103221,24.5,0.0,52,10.5,2015-11-03,No Event,No Event,0
2015-11-03 23:00:00,1,20,20151103231,24.0,0.0,54,10.5,2015-11-03,No Event,No Event,0
2015-11-04 00:00:00,1,18,20151104001,23.5,0.0,61,10.7,2015-11-04,No Event,No Event,0
2015-11-04 01:00:00,1,18,20151104011,23.0,0.0,63,10.3,2015-11-04,No Event,No Event,0
2015-11-04 02:00:00,1,13,20151104021,22.5,0.0,65,9.6,2015-11-04,No Event,No Event,0
2015-11-04 03:00:00,1,13,20151104031,22.0,0.0,68,9.0,2015-11-04,No Event,No Event,0
2015-11-04 04:00:00,1,10,20151104041,21.6,0.0,70,8.3,2015-11-04,No Event,No Event,0
2015-11-04 05:00:00,1,12,20151104051,20.9,0.0,74,8.3,2015-11-04,No Event,No Event,0
2015-11-04 06:00:00,1,13,20151104061,20.4,0.0,78,8.8,2015-11-04,No Event,No Event,0
2015-11-04 07:00:00,1,11,20151104071,21.0,0.0,78,8.5,2015-11-04,No Event,No Event,0
2015-11-04 08:00:00,1,13,20151104081,24.4,0.0,62,11.3,2015-11-04,No Event,No Event,0
2015-11-04 09:00:00,1,22,20151104091,27.0,0.0,49,15.1,2015-11-04,No Event,No Event,0
2015-11-04 10:00:00,1,26,20151104101,28.8,0.0,40,14.4,2015-11-04,No Event,No Event,0
2015-11-04 11:00:00,1,27,20151104111,30.1,0.0,34,11.3,2015-11-04,No Event,No Event,0
2015-11-04 12:00:00,1,31,20151104121,31.0,0.0,31,9.0,2015-11-04,No Event,No Event,0
2015-11-04 13:00:00,1,24,20151104131,31.3,0.0,29,7.8,2015-11-04,No Event,No Event,0
2015-11-04 14:00:00,1,23,20151104141,31.8,0.0,28,7.1,2015-11-04,No Event,No Event,0
2015-11-04 15:00:00,1,26,20151104151,31.9,0.0,28,7.2,2015-11-04,No Event,No Event,0
2015-11-04 16:00:00,1,26,20151104161,31.4,0.0,28,8.4,2015-11-04,No Event,No Event,0
2015-11-04 17:00:00,1,24,20151104171,30.6,0.0,29,10.5,2015-11-04,No Event,No Event,0
2015-11-04 18:00:00,1,23,20151104181,29.1,0.0,34,11.7,2015-11-04,No Event,No Event,0
2015-11-04 19:00:00,1,25,20151104191,27.8,0.0,39,13.9,2015-11-04,No Event,No Event,0
2015-11-04 20:00:00,1,26,20151104201,26.7,0.0,45,14.4,2015-11-04,No Event,No Event,0
2015-11-04 21:00:00,1,24,20151104211,25.7,0.0,48,13.1,2015-11-04,No Event,No Event,0
2015-11-04 22:00:00,1,26,20151104221,25.1,0.0,50,11.5,2015-11-04,No Event,No Event,0
2015-11-04 23:00:00,1,24,20151104231,24.3,0.0,52,10.4,2015-11-04,No Event,No Event,0
2015-11-05 00:00:00,1,19,20151105001,23.8,0.0,56,10.1,2015-11-05,No Event,No Event,0
2015-11-05 01:00:00,1,20,20151105011,23.4,0.0,58,9.5,2015-11-05,No Event,No Event,0
2015-11-05 02:00:00,1,18,20151105021,22.7,0.0,61,8.2,2015-11-05,No Event,No Event,0
2015-11-05 03:00:00,1,13,20151105031,21.7,0.0,67,8.9,2015-11-05,No Event,No Event,0
2015-11-05 04:00:00,1,13,20151105041,21.3,0.0,70,7.4,2015-11-05,No Event,No Event,0
2015-11-05 05:00:00,1,9,20151105051,22.0,0.0,65,4.8,2015-11-05,No Event,No Event,0
2015-11-05 06:00:00,1,12,20151105061,21.7,0.0,68,3.4,2015-11-05,No Event,No Event,0
2015-11-05 07:00:00,1,12,20151105071,21.8,0.0,68,2.9,2015-11-05,No Event,No Event,0
2015-11-05 08:00:00,1,15,20151105081,24.5,0.0,56,6.4,2015-11-05,No Event,No Event,0
2015-11-05 09:00:00,1,16,20151105091,27.0,0.0,47,10.4,2015-11-05,No Event,No Event,0
2015-11-05 10:00:00,1,23,20151105101,29.0,0.0,39,11.8,2015-11-05,No Event,No Event,0
2015-11-05 11:00:00,1,24,20151105111,30.2,0.0,34,10.0,2015-11-05,No Event,No Event,0
2015-11-05 12:00:00,1,25,20151105121,31.1,0.0,31,8.0,2015-11-05,No Event,No Event,0
2015-11-05 13:00:00,1,24,20151105131,31.7,0.0,29,6.9,2015-11-05,No Event,No Event,0
2015-11-05 14:00:00,1,26,20151105141,32.0,0.0,28,6.9,2015-11-05,No Event,No Event,0
2015-11-05 15:00:00,1,22,20151105151,32.1,0.0,28,6.4,2015-11-05,No Event,No Event,0
2015-11-05 16:00:00,1,20,20151105161,31.7,0.0,27,7.8,2015-11-05,No Event,No Event,0
2015-11-05 17:00:00,1,20,20151105171,31.0,0.0,28,9.8,2015-11-05,No Event,No Event,0
2015-11-05 18:00:00,1,22,20151105181,29.8,0.0,31,10.4,2015-11-05,No Event,No Event,0
2015-11-05 19:00:00,1,26,20151105191,28.6,0.0,35,13.3,2015-11-05,No Event,No Event,0
2015-11-05 20:00:00,1,22,20151105201,27.7,0.0,39,14.0,2015-11-05,No Event,No Event,0
2015-11-05 21:00:00,1,21,20151105211,26.7,0.0,43,12.8,2015-11-05,No Event,No Event,0
2015-11-05 22:00:00,1,21,20151105221,25.9,0.0,46,10.4,2015-11-05,No Event,No Event,0
2015-11-05 23:00:00,1,21,20151105231,24.9,0.0,53,6.0,2015-11-05,No Event,No Event,0
2015-11-06 00:00:00,1,16,20151106001,24.7,0.0,55,2.5,2015-11-06,No Event,No Event,0
2015-11-06 01:00:00,1,18,20151106011,23.0,0.0,61,4.5,2015-11-06,No Event,No Event,0
2015-11-06 02:00:00,1,19,20151106021,22.5,0.0,63,5.7,2015-11-06,No Event,No Event,0
2015-11-06 03:00:00,1,14,20151106031,22.0,0.0,67,3.3,2015-11-06,No Event,No Event,0
2015-11-06 04:00:00,1,12,20151106041,21.8,0.0,70,3.6,2015-11-06,No Event,No Event,0
2015-11-06 05:00:00,1,13,20151106051,21.9,0.0,69,3.8,2015-11-06,No Event,No Event,0
2015-11-06 06:00:00,1,14,20151106061,21.7,0.0,73,4.1,2015-11-06,No Event,No Event,0
2015-11-06 07:00:00,1,14,20151106071,22.1,0.0,76,3.1,2015-11-06,No Event,No Event,0
2015-11-06 08:00:00,1,13,20151106081,25.1,0.0,54,3.6,2015-11-06,No Event,No Event,0
2015-11-06 09:00:00,1,20,20151106091,27.2,0.0,45,6.6,2015-11-06,No Event,No Event,0
2015-11-06 10:00:00,1,22,20151106101,28.9,0.0,39,11.3,2015-11-06,No Event,No Event,0
2015-11-06 11:00:00,1,26,20151106111,30.3,0.0,34,10.7,2015-11-06,No Event,No Event,0
2015-11-06 12:00:00,1,26,20151106121,30.9,0.0,32,7.2,2015-11-06,No Event,No Event,0
2015-11-06 13:00:00,1,21,20151106131,31.2,0.0,31,5.1,2015-11-06,No Event,No Event,0
2015-11-06 14:00:00,1,23,20151106141,31.6,0.0,29,4.7,2015-11-06,No Event,No Event,0
2015-11-06 15:00:00,1,23,20151106151,31.7,0.0,28,4.1,2015-11-06,No Event,No Event,0
2015-11-06 16:00:00,1,19,20151106161,31.4,0.0,28,5.4,2015-11-06,No Event,No Event,0
2015-11-06 17:00:00,1,19,20151106171,30.7,0.0,28,7.1,2015-11-06,No Event,No Event,0
2015-11-06 18:00:00,1,20,20151106181,29.4,0.0,32,8.9,2015-11-06,No Event,No Event,0
2015-11-06 19:00:00,1,24,20151106191,28.3,0.0,35,9.8,2015-11-06,No Event,No Event,0
2015-11-06 20:00:00,1,18,20151106201,27.5,0.0,37,9.7,2015-11-06,No Event,No Event,0
2015-11-06 21:00:00,1,19,20151106211,27.2,0.0,38,9.8,2015-11-06,No Event,No Event,0
2015-11-06 22:00:00,1,16,20151106221,26.7,0.0,40,9.4,2015-11-06,No Event,No Event,0
2015-11-06 23:00:00,1,17,20151106231,26.4,0.0,42,8.7,2015-11-06,No Event,No Event,0
2015-11-07 00:00:00,1,16,20151107001,25.7,0.0,48,7.3,2015-11-07,No Event,No Event,0
2015-11-07 01:00:00,1,16,20151107011,25.2,0.0,55,5.4,2015-11-07,No Event,No Event,0
2015-11-07 02:00:00,1,10,20151107021,25.0,0.0,52,3.7,2015-11-07,No Event,No Event,0
2015-11-07 03:00:00,1,9,20151107031,23.7,0.0,60,2.6,2015-11-07,No Event,No Event,0
2015-11-07 04:00:00,1,8,20151107041,23.3,0.0,59,4.0,2015-11-07,No Event,No Event,0
2015-11-07 05:00:00,1,7,20151107051,23.0,0.0,61,5.4,2015-11-07,No Event,No Event,0
2015-11-07 06:00:00,1,9,20151107061,22.8,0.0,62,5.8,2015-11-07,No Event,No Event,0
2015-11-07 07:00:00,1,8,20151107071,23.2,0.0,64,4.7,2015-11-07,No Event,No Event,0
2015-11-07 08:00:00,1,12,20151107081,25.6,0.0,51,6.3,2015-11-07,No Event,No Event,0
2015-11-07 09:00:00,1,13,20151107091,27.7,0.0,45,10.0,2015-11-07,No Event,No Event,0
2015-11-07 10:00:00,1,17,20151107101,29.5,0.0,40,13.6,2015-11-07,No Event,No Event,0
2015-11-07 11:00:00,1,14,20151107111,30.7,0.0,34,12.6,2015-11-07,No Event,No Event,0
2015-11-07 12:00:00,1,14,20151107121,30.9,0.0,34,11.3,2015-11-07,No Event,No Event,0
2015-11-07 13:00:00,1,14,20151107131,31.3,0.0,32,10.1,2015-11-07,No Event,No Event,0
2015-11-07 14:00:00,1,14,20151107141,31.7,0.0,30,8.5,2015-11-07,No Event,No Event,0
2015-11-07 15:00:00,1,11,20151107151,31.5,0.0,30,7.3,2015-11-07,No Event,No Event,0
2015-11-07 16:00:00,1,15,20151107161,31.1,0.0,30,7.2,2015-11-07,No Event,No Event,0
2015-11-07 17:00:00,1,13,20151107171,30.6,0.0,30,7.6,2015-11-07,No Event,No Event,0
2015-11-07 18:00:00,1,12,20151107181,29.7,0.0,33,6.9,2015-11-07,No Event,No Event,0
2015-11-07 19:00:00,1,17,20151107191,28.6,0.0,36,8.2,2015-11-07,No Event,No Event,0
2015-11-07 20:00:00,1,18,20151107201,28.0,0.0,38,9.4,2015-11-07,No Event,No Event,0
2015-11-07 21:00:00,1,17,20151107211,27.4,0.0,39,10.7,2015-11-07,No Event,No Event,0
2015-11-07 22:00:00,1,16,20151107221,26.9,0.0,41,11.5,2015-11-07,No Event,No Event,0
2015-11-07 23:00:00,1,15,20151107231,26.3,0.0,43,11.9,2015-11-07,No Event,No Event,0
2015-11-08 00:00:00,1,13,20151108001,25.5,0.0,46,13.0,2015-11-08,No Event,No Event,0
2015-11-08 01:00:00,1,16,20151108011,25.0,0.0,49,13.3,2015-11-08,No Event,No Event,0
2015-11-08 02:00:00,1,11,20151108021,24.5,0.0,51,12.1,2015-11-08,No Event,No Event,0
2015-11-08 03:00:00,1,8,20151108031,23.9,0.0,53,7.6,2015-11-08,No Event,No Event,0
2015-11-08 04:00:00,1,10,20151108041,23.1,0.0,58,5.3,2015-11-08,No Event,No Event,0
2015-11-08 05:00:00,1,10,20151108051,21.9,0.0,64,6.6,2015-11-08,No Event,No Event,0
2015-11-08 06:00:00,1,10,20151108061,21.0,0.0,71,7.7,2015-11-08,No Event,No Event,0
2015-11-08 07:00:00,1,9,20151108071,21.2,0.0,77,6.0,2015-11-08,No Event,No Event,0
2015-11-08 08:00:00,1,11,20151108081,24.7,0.0,53,5.9,2015-11-08,No Event,No Event,0
2015-11-08 09:00:00,1,12,20151108091,26.9,0.0,46,7.6,2015-11-08,No Event,No Event,0
2015-11-08 10:00:00,1,18,20151108101,29.1,0.0,39,10.0,2015-11-08,No Event,No Event,0
2015-11-08 11:00:00,1,14,20151108111,30.6,0.0,33,10.7,2015-11-08,No Event,No Event,0
2015-11-08 12:00:00,1,17,20151108121,31.3,0.0,28,10.1,2015-11-08,No Event,No Event,0
2015-11-08 13:00:00,1,14,20151108131,32.0,0.0,25,11.4,2015-11-08,No Event,No Event,0
2015-11-08 14:00:00,1,14,20151108141,32.4,0.0,24,13.3,2015-11-08,No Event,No Event,0
2015-11-08 15:00:00,1,14,20151108151,32.3,0.0,24,13.9,2015-11-08,No Event,No Event,0
2015-11-08 16:00:00,1,12,20151108161,31.7,0.0,26,15.4,2015-11-08,No Event,No Event,0
2015-11-08 17:00:00,1,14,20151108171,30.6,0.0,28,16.0,2015-11-08,No Event,No Event,0
2015-11-08 18:00:00,1,18,20151108181,29.0,0.0,33,15.2,2015-11-08,No Event,No Event,0
2015-11-08 19:00:00,1,13,20151108191,27.8,0.0,38,16.6,2015-11-08,No Event,No Event,0
2015-11-08 20:00:00,1,16,20151108201,26.9,0.0,41,15.9,2015-11-08,No Event,No Event,0
2015-11-08 21:00:00,1,18,20151108211,26.1,0.0,44,14.1,2015-11-08,No Event,No Event,0
2015-11-08 22:00:00,1,14,20151108221,25.6,0.0,45,12.1,2015-11-08,No Event,No Event,0
2015-11-08 23:00:00,1,14,20151108231,24.9,0.0,47,11.3,2015-11-08,No Event,No Event,0
2015-11-09 00:00:00,1,13,20151109001,23.9,0.0,52,11.5,2015-11-09,No Event,No Event,0
2015-11-09 01:00:00,1,15,20151109011,23.4,0.0,54,11.9,2015-11-09,No Event,No Event,0
2015-11-09 02:00:00,1,11,20151109021,22.8,0.0,57,11.5,2015-11-09,No Event,No Event,0
2015-11-09 03:00:00,1,10,20151109031,22.2,0.0,60,11.2,2015-11-09,No Event,No Event,0
2015-11-09 04:00:00,1,9,20151109041,21.7,0.0,62,10.1,2015-11-09,No Event,No Event,0
2015-11-09 05:00:00,1,8,20151109051,21.3,0.0,64,9.8,2015-11-09,No Event,No Event,0
2015-11-09 06:00:00,1,8,20151109061,20.9,0.0,66,9.4,2015-11-09,No Event,No Event,0
2015-11-09 07:00:00,1,10,20151109071,21.5,0.0,65,8.8,2015-11-09,No Event,No Event,0
2015-11-09 08:00:00,1,11,20151109081,24.3,0.0,52,11.6,2015-11-09,No Event,No Event,0
2015-11-09 09:00:00,1,17,20151109091,27.0,0.0,40,14.4,2015-11-09,No Event,No Event,0
2015-11-09 10:00:00,1,19,20151109101,28.9,0.0,32,14.3,2015-11-09,No Event,No Event,0
2015-11-09 11:00:00,1,22,20151109111,30.1,0.0,29,10.8,2015-11-09,No Event,No Event,0
2015-11-09 12:00:00,1,23,20151109121,30.8,0.0,25,10.2,2015-11-09,No Event,No Event,0
2015-11-09 13:00:00,1,23,20151109131,31.6,0.0,23,11.6,2015-11-09,No Event,No Event,0
2015-11-09 14:00:00,1,24,20151109141,31.9,0.0,23,13.0,2015-11-09,No Event,No Event,0
2015-11-09 15:00:00,1,24,20151109151,31.8,0.0,23,15.9,2015-11-09,No Event,No Event,0
2015-11-09 16:00:00,1,19,20151109161,31.2,0.0,24,17.1,2015-11-09,No Event,No Event,0
2015-11-09 17:00:00,1,19,20151109171,30.0,0.0,26,17.1,2015-11-09,No Event,No Event,0
2015-11-09 18:00:00,1,20,20151109181,28.4,0.0,31,14.6,2015-11-09,No Event,No Event,0
2015-11-09 19:00:00,1,31,20151109191,27.2,0.0,35,13.9,2015-11-09,No Event,No Event,0
2015-11-09 20:00:00,1,25,20151109201,26.3,0.0,38,11.8,2015-11-09,No Event,No Event,0
2015-11-09 21:00:00,1,35,20151109211,25.6,0.0,41,11.2,2015-11-09,No Event,No Event,0
2015-11-09 22:00:00,1,21,20151109221,24.9,0.0,44,10.5,2015-11-09,No Event,No Event,0
2015-11-09 23:00:00,1,24,20151109231,24.2,0.0,46,10.4,2015-11-09,No Event,No Event,0
2015-11-10 00:00:00,1,19,20151110001,23.2,0.0,51,10.5,2015-11-10,No Event,No Event,0
2015-11-10 01:00:00,1,19,20151110011,22.4,0.0,54,10.8,2015-11-10,No Event,No Event,0
2015-11-10 02:00:00,1,18,20151110021,21.8,0.0,56,10.5,2015-11-10,No Event,No Event,0
2015-11-10 03:00:00,1,17,20151110031,21.3,0.0,58,9.9,2015-11-10,No Event,No Event,0
2015-11-10 04:00:00,1,12,20151110041,20.8,0.0,60,9.1,2015-11-10,No Event,No Event,0
2015-11-10 05:00:00,1,10,20151110051,20.3,0.0,64,8.5,2015-11-10,No Event,No Event,0
2015-11-10 06:00:00,1,14,20151110061,19.7,0.0,68,8.4,2015-11-10,No Event,No Event,0
2015-11-10 07:00:00,1,15,20151110071,19.9,0.0,70,7.0,2015-11-10,No Event,No Event,0
2015-11-10 08:00:00,1,14,20151110081,23.0,0.0,56,9.5,2015-11-10,No Event,No Event,0
2015-11-10 09:00:00,1,34,20151110091,25.4,0.0,48,15.4,2015-11-10,No Event,No Event,0
2015-11-10 10:00:00,1,40,20151110101,27.1,0.0,42,19.0,2015-11-10,No Event,No Event,0
2015-11-10 11:00:00,1,38,20151110111,28.4,0.0,36,19.1,2015-11-10,No Event,No Event,0
2015-11-10 12:00:00,1,36,20151110121,29.1,0.0,32,19.7,2015-11-10,No Event,No Event,0
2015-11-10 13:00:00,1,27,20151110131,29.7,0.0,30,20.1,2015-11-10,No Event,No Event,0
2015-11-10 14:00:00,1,48,20151110141,30.0,0.0,29,20.5,2015-11-10,No Event,No Event,0
2015-11-10 15:00:00,1,43,20151110151,29.7,0.0,30,20.3,2015-11-10,No Event,No Event,0
2015-11-10 16:00:00,1,41,20151110161,29.0,0.0,32,19.5,2015-11-10,No Event,No Event,0
2015-11-10 17:00:00,1,35,20151110171,28.1,0.0,36,16.8,2015-11-10,No Event,No Event,0
2015-11-10 18:00:00,1,40,20151110181,26.8,0.0,41,13.2,2015-11-10,No Event,No Event,0
2015-11-10 19:00:00,1,40,20151110191,25.9,0.0,45,11.9,2015-11-10,No Event,No Event,0
2015-11-10 20:00:00,1,40,20151110201,25.3,0.0,47,10.7,2015-11-10,No Event,No Event,0
2015-11-10 21:00:00,1,36,20151110211,24.7,0.0,49,10.3,2015-11-10,No Event,No Event,0
2015-11-10 22:00:00,1,37,20151110221,24.1,0.0,51,11.0,2015-11-10,No Event,No Event,0
2015-11-10 23:00:00,1,35,20151110231,23.6,0.0,53,11.3,2015-11-10,No Event,No Event,0
2015-11-11 00:00:00,1,28,20151111001,22.2,0.0,58,11.7,2015-11-11,Public Holiday,Diwali,1
2015-11-11 01:00:00,1,25,20151111011,21.5,0.0,62,11.2,2015-11-11,Public Holiday,Diwali,1
2015-11-11 02:00:00,1,19,20151111021,20.9,0.0,65,10.1,2015-11-11,Public Holiday,Diwali,1
2015-11-11 03:00:00,1,21,20151111031,20.3,0.0,68,9.3,2015-11-11,Public Holiday,Diwali,1
2015-11-11 04:00:00,1,20,20151111041,19.8,0.0,71,9.4,2015-11-11,Public Holiday,Diwali,1
2015-11-11 05:00:00,1,15,20151111051,19.4,0.0,73,9.7,2015-11-11,Public Holiday,Diwali,1
2015-11-11 06:00:00,1,17,20151111061,19.1,0.0,75,10.0,2015-11-11,Public Holiday,Diwali,1
2015-11-11 07:00:00,1,14,20151111071,19.7,0.0,73,10.2,2015-11-11,Public Holiday,Diwali,1
2015-11-11 08:00:00,1,19,20151111081,22.7,0.0,61,13.4,2015-11-11,Public Holiday,Diwali,1
2015-11-11 09:00:00,1,22,20151111091,25.3,0.0,51,18.8,2015-11-11,Public Holiday,Diwali,1
2015-11-11 10:00:00,1,30,20151111101,27.4,0.0,40,22.5,2015-11-11,Public Holiday,Diwali,1
2015-11-11 11:00:00,1,26,20151111111,29.0,0.0,34,23.6,2015-11-11,Public Holiday,Diwali,1
2015-11-11 12:00:00,1,26,20151111121,30.2,0.0,30,23.1,2015-11-11,Public Holiday,Diwali,1
2015-11-11 13:00:00,1,23,20151111131,30.9,0.0,28,23.0,2015-11-11,Public Holiday,Diwali,1
2015-11-11 14:00:00,1,23,20151111141,31.1,0.0,28,22.7,2015-11-11,Public Holiday,Diwali,1
2015-11-11 15:00:00,1,24,20151111151,31.0,0.0,28,21.7,2015-11-11,Public Holiday,Diwali,1
2015-11-11 16:00:00,1,22,20151111161,30.4,0.0,30,20.7,2015-11-11,Public Holiday,Diwali,1
2015-11-11 17:00:00,1,24,20151111171,29.2,0.0,33,18.4,2015-11-11,Public Holiday,Diwali,1
2015-11-11 18:00:00,1,26,20151111181,27.6,0.0,38,14.3,2015-11-11,Public Holiday,Diwali,1
2015-11-11 19:00:00,1,27,20151111191,26.5,0.0,41,13.7,2015-11-11,Public Holiday,Diwali,1
